Date,Adj Close,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
2000-01-03,0.08943142741918564,0.09752599895000458,0.09921900182962418,0.09192699939012527,0.09843800216913223,300912000
2000-01-04,0.08704355359077454,0.09492199867963791,0.09609399735927582,0.09010399878025055,0.09583300352096558,300480000
2000-01-05,0.08417793363332748,0.09179700165987015,0.09375,0.09049499779939651,0.09218800067901611,188352000
2000-01-06,0.07868509739637375,0.08580700308084488,0.09179700165987015,0.08229199796915054,0.09179700165987015,120480000
2000-01-07,0.0799991562962532,0.08724000304937363,0.0881510004401207,0.08411499857902527,0.0854170024394989,71184000
2000-01-10,0.08262543380260468,0.09010399878025055,0.09375,0.0859379991889,0.08749999850988388,239856000
2000-01-11,0.07928203791379929,0.0864579975605011,0.09062500298023224,0.0864579975605011,0.08958300203084946,148128000
2000-01-12,0.07725273817777634,0.0842449963092804,0.08658900111913681,0.08307299762964249,0.0864579975605011,123552000
2000-01-13,0.08047597855329514,0.08776000142097473,0.08854199945926666,0.08307299762964249,0.08411499857902527,132192000
2000-01-14,0.08393856883049011,0.09153600037097931,0.09518200159072876,0.08880200237035751,0.08906300365924835,604560000
2000-01-18,0.08752131462097168,0.0954430028796196,0.09583300352096558,0.08854199945926666,0.09270799905061722,261648000
2000-01-19,0.08668502420186996,0.09453099966049194,0.09583300352096558,0.09375,0.09583300352096558,164688000
2000-01-20,0.0864465981721878,0.09427099674940109,0.10052099823951721,0.09348999708890915,0.09531299769878387,179568000
2000-01-21,0.08549107611179352,0.09322900325059891,0.09440100193023682,0.09088499844074249,0.09401000291109085,544272000
2000-01-24,0.081670843064785,0.08906300365924835,0.09622400254011154,0.08854199945926666,0.09622400254011154,256944000
2000-01-25,0.08095375448465347,0.08828099817037582,0.09036500006914139,0.0854170024394989,0.08945299685001373,237120000
2000-01-26,0.07761034369468689,0.08463499695062637,0.09062500298023224,0.08307299762964249,0.08828099817037582,232464000
2000-01-27,0.07355079799890518,0.08020800352096558,0.08528599888086319,0.07708299905061722,0.08528599888086319,458208000
2000-01-28,0.07140226662158966,0.07786499708890915,0.07968799769878387,0.07474000006914139,0.07916700094938278,194448000
2000-01-31,0.07080531120300293,0.07721400260925293,0.07994800060987473,0.07291699945926666,0.07825499773025513,182400000
2000-02-01,0.0724760890007019,0.07903599739074707,0.07968799769878387,0.07447899878025055,0.07734400033950806,92976000
2000-02-02,0.07450631260871887,0.08124999701976776,0.08281300216913223,0.07903599739074707,0.07942699640989304,149040000
2000-02-03,0.07570026069879532,0.0825520008802414,0.08554700016975403,0.0820309966802597,0.08385399729013443,108240000
2000-02-04,0.0774911567568779,0.08450499922037125,0.08515600115060806,0.08281300216913223,0.08515600115060806,123696000
2000-02-07,0.07271543890237808,0.07929699867963791,0.08489599823951721,0.07916700094938278,0.08489599823951721,217488000
2000-02-08,0.07617799937725067,0.08307299762964249,0.0859379991889,0.07916700094938278,0.08124999701976776,468816000
2000-02-09,0.07808812707662582,0.08515600115060806,0.0876300036907196,0.08502600342035294,0.08619800209999084,589056000
2000-02-10,0.09408794343471527,0.10260400176048279,0.10416699945926666,0.09036500006914139,0.09036500006914139,970080000
2000-02-11,0.0955212265253067,0.10416699945926666,0.10781300067901611,0.09661500155925751,0.1076819971203804,423792000
2000-02-14,0.11080396920442581,0.12083300203084946,0.12083300203084946,0.10338500142097473,0.10442700237035751,650112000
2000-02-15,0.10650600492954254,0.11614599823951721,0.12122400104999542,0.11119800060987473,0.1210940033197403,450480000
2000-02-16,0.11140091717243195,0.12148399651050568,0.1255210041999817,0.11614599823951721,0.11744800209999084,1019568000
2000-02-17,0.11534127593040466,0.12578099966049194,0.12656299769878387,0.11953099817037582,0.12135399878025055,535776000
2000-02-18,0.12871477007865906,0.14036500453948975,0.14218799769878387,0.12304700165987015,0.12395799905061722,960864000
2000-02-22,0.12513208389282227,0.13645799458026886,0.1377599984407425,0.13124999403953552,0.13593800365924835,542496000
2000-02-23,0.125849187374115,0.1372399926185608,0.13867199420928955,0.13320299983024597,0.13489599525928497,511392000
2000-02-24,0.12465526163578033,0.13593800365924835,0.138932004570961,0.13020800054073334,0.13802100718021393,244320000
2000-02-25,0.11689376085996628,0.12747399508953094,0.13606800138950348,0.12187500298023224,0.13606800138950348,278736000
2000-02-28,0.11605837196111679,0.12656299769878387,0.12812499701976776,0.12447900325059891,0.12682299315929413,517872000
2000-02-29,0.12226647883653641,0.1333329975605011,0.13489599525928497,0.12578099966049194,0.12578099966049194,306048000
2000-03-01,0.11868463456630707,0.1294270008802414,0.1333329975605011,0.12734399735927582,0.1333329975605011,383568000
2000-03-02,0.11068475991487503,0.12070299685001373,0.13046899437904358,0.12031300365924835,0.13046899437904358,191040000
2000-03-03,0.11247564852237701,0.12265600264072418,0.12395799905061722,0.11979199945926666,0.12083300203084946,273696000
2000-03-06,0.1117594912648201,0.12187500298023224,0.1328130066394806,0.12083300203084946,0.12343800067901611,432096000
2000-03-07,0.1591620147228241,0.173567995429039,0.18177099525928497,0.1494790017604828,0.15625,1952208000
2000-03-08,0.16047506034374237,0.17499999701976776,0.17656299471855164,0.16093799471855164,0.17347000539302826,668736000
2000-03-09,0.19160915911197662,0.20895199477672577,0.22499999403953552,0.17656299471855164,0.17708300054073334,952944000
2000-03-10,0.22542907297611237,0.24583299458026886,0.30208298563957214,0.2182289958000183,0.21979199349880219,2161200000
